Year,State,County,Number Unemployed,Percent Unemployed,Number of Crimes,Total Labor Force,Coordinates,Crimes per Capita,Number Unemployed for Area Counties (50 Miles),Unemployed Percent for Area Counties (50 Miles),Number of Crimes for Area Counties (50 Miles),Crime Percent for Area Counties (50 Miles),Coordinates for Area Counties (50 Miles),Total Area Counties (50 Miles),Highest Unemployment in Area (50 Miles),Lowest Unemployment in Area (50 Miles),Highest Crime Rate in Area (50 Miles),Lowest Crime Rate in Area (50 Miles),Average Crime Rate (50 Miles),Average Unemployment Rate (50 Miles)
2010,MS,Jefferson,464.66667,18.816670000000002,96,2471.16667,"(31.7157817, -90.9820668)",0.03885,"[1446.25, 594.16667, 1369.25, 2447.41667, 1519.08333, 368.25, 597.5, 464.66667]","[11.48333, 11.94167, 11.41667, 10.5, 10.525, 11.41667, 16.7, 18.81667]","[3393, 16, 383, 5040, 1193, 108, 320, 96]","[0.26912, 0.00321, 0.03194, 0.21598, 0.08251, 0.03339, 0.0894, 0.03885]","['(31.5305353, -91.28910359999999)', '(31.1683803, -90.8294002)', '(31.9012453, -90.37483540000001)', '(32.3989469, -90.7913227)', '(31.5359248, -90.52578229999999)', '(31.4883928, -90.86751339999999)', '(31.9438205, -90.9438468)', '(31.7157817, -90.9820668)']",8,True,False,False,False,0.09555000000000001,12.85000125
2010,MT,Park,690.75,8.825,495,7890.0833299999995,"(45.4788485, -110.6082522)",0.06274,"[690.75, 3452.33333, 95.41667]","[8.825, 6.825, 5.48333]","[495, 4609, 90]","[0.06274, 0.09079, 0.05177]","['(45.4788485, -110.6082522)', '(45.5388865, -111.1194231)', '(45.76727959999999, -109.8979908)']",3,True,False,False,False,0.06843333333333333,7.044443333333333
2010,MT,Carbon,341.5,6.4,282,5329.6666700000005,"(45.2820195, -109.100255)",0.052910000000000006,"[341.5, 278.08333, 4495.0, 972.58333]","[6.4, 5.85, 5.88333, 6.2]","[282, 188, 12395, 1260]","[0.05291, 0.03948, 0.16221, 0.0795]","['(45.2820195, -109.100255)', '(45.7001096, -109.3922403)', '(45.78565769999999, -108.4343805)', '(44.6782103, -109.4579855)']",4,True,False,False,False,0.083525,6.0833325
2010,MT,Cascade,2451.41667,6.38333,6396,38447.16667,"(47.4688355, -111.5453227)",0.16635999999999998,"[181.16667, 2451.41667, 1886.75]","[5.98333, 6.38333, 5.49167]","[134, 6396, 3128]","[0.04423, 0.16636, 0.09116]","['(47.90199459999999, -112.2717561)', '(47.4688355, -111.5453227)', '(47.2963974, -112.4029787)']",3,True,False,True,False,0.10058333333333333,5.952776666666667
2010,MT,Glacier,611.9166700000001,9.81667,323,6260.0833299999995,"(48.5217475, -112.919665)",0.0516,"[611.91667, 172.91667]","[9.81667, 5.85]","[323, 110]","[0.0516, 0.03725]","['(48.5217475, -112.919665)', '(48.2321517, -112.2886317)']",2,True,False,True,False,0.044425,7.833335
2010,MT,Lincoln,1261.9166699999998,15.008329999999999,761,8429.08333,"(48.5880903, -115.6596528)",0.09028,"[2516.0, 719.91667, 1261.91667]","[12.9, 13.46667, 15.00833]","[1680, 192, 761]","[0.08618, 0.03577, 0.09028]","['(48.2751783, -116.5931483)', '(48.7987617, -116.5627065)', '(48.5880903, -115.6596528)']",3,True,False,True,False,0.07074333333333334,13.791666666666668
2010,MT,Madison,315.33333,7.6,140,4155.75,"(45.466729, -111.8865015)",0.03369,"[315.33333, 3452.33333, 354.08333, 1105.75]","[7.6, 6.825, 6.3, 6.525]","[140, 4609, 182, 3163]","[0.03369, 0.09079, 0.03234, 0.18658]","['(45.466729, -111.8865015)', '(45.5388865, -111.1194231)', '(46.1450553, -112.0752952)', '(45.8804293, -112.5843056)']",4,True,False,False,False,0.08585,6.8125
2010,MT,Meagher,75.0,8.0,32,935.16667,"(46.620195, -110.8848271)",0.03422,"[75.0, 185.75, 65.0]","[8.0, 7.41667, 6.43333]","[32, 131, 14]","[0.03422, 0.05225, 0.01387]","['(46.620195, -110.8848271)', '(46.2693726, -111.4519716)', '(47.0609367, -110.2577109)']",3,True,False,False,False,0.033446666666666666,7.283333333333333
2010,MT,Prairie,28.75,5.05,10,567.0833299999999,"(46.7980893, -105.4045355)",0.01763,"[290.08333, 190.33333, 28.75]","[4.56667, 4.20833, 5.05]","[535, 432, 10]","[0.0836, 0.09572, 0.01763]","['(46.2160876, -105.6225)', '(47.2649012, -104.8939302)', '(46.7980893, -105.4045355)']",3,True,False,False,True,0.06565,4.608333333333333
2010,MT,Ravalli,1768.6666699999998,9.39167,1482,18863.41667,"(46.0174639, -114.1817423)",0.07856,"[134.83333, 1768.66667]","[9.24167, 9.39167]","[161, 1482]","[0.11042, 0.07856]","['(46.3374643, -113.4647823)', '(46.0174639, -114.1817423)']",2,True,False,False,True,0.09449,9.316669999999998
2010,MT,Rosebud,304.25,6.9833300000000005,207,4357.8333299999995,"(46.3904836, -106.5944313)",0.0475,"[290.08333, 304.25]","[4.56667, 6.98333]","[535, 207]","[0.0836, 0.0475]","['(46.2160876, -105.6225)', '(46.3904836, -106.5944313)']",2,True,False,False,True,0.06555,5.775
2010,MT,Big Horn,604.6666700000001,10.95833,262,5524.5,"(45.3496574, -107.2715769)",0.04743,"[604.66667, 1180.66667]","[10.95833, 7.30833]","[262, 1107]","[0.04743, 0.06862]","['(45.3496574, -107.2715769)', '(44.787904, -106.925973)']",2,True,False,False,True,0.058025,9.13333
2010,MT,Phillips,150.16666999999998,6.78333,124,2208.16667,"(48.4519289, -107.8777779)",0.05616,"[191.0, 150.16667]","[4.875, 6.78333]","[190, 124]","[0.04859, 0.05616]","['(48.28557319999999, -106.8304776)', '(48.4519289, -107.8777779)']",2,True,False,True,False,0.052375000000000005,5.829165
2010,MT,Roosevelt,314.66667,6.875,401,4582.75,"(48.2850231, -105.1099231)",0.0875,"[33.08333, 217.58333, 67.41667, 314.66667]","[3.5, 3.79167, 3.7, 6.875]","[14, 190, 124, 401]","[0.0148, 0.03297, 0.06814, 0.0875]","['(48.7744137, -105.7248763)', '(47.9200496, -104.8017491)', '(48.701151, -104.4278092)', '(48.2850231, -105.1099231)']",4,True,False,True,False,0.0508525,4.4666675
2010,MT,Wheatland,67.75,7.85,2,860.83333,"(46.4922893, -109.8418592)",0.00232,"[67.75, 65.0, 28.33333]","[7.85, 6.43333, 6.74167]","[2, 14, 6]","[0.00232, 0.01387, 0.01433]","['(46.4922893, -109.8418592)', '(47.0609367, -110.2577109)', '(46.3709324, -109.1743851)']",3,True,False,False,True,0.010173333333333333,7.008333333333333
2010,MT,Musselshell,164.0,6.875,176,2380.66667,"(46.4218783, -108.4064758)",0.07393,"[164.0, 4495.0, 28.33333]","[6.875, 5.88333, 6.74167]","[176, 12395, 6]","[0.07393, 0.16221, 0.01433]","['(46.4218783, -108.4064758)', '(45.78565769999999, -108.4343805)', '(46.3709324, -109.1743851)']",3,True,False,False,False,0.08349,6.5
2010,NC,Rowan,9049.83333,14.058329999999998,8085,64327.666670000006,"(35.6303455, -80.54384499999999)",0.12568,"[2380.16667, 9049.83333, 10137.83333, 13677.5, 3831.58333, 1995.25, 10172.33333, 17548.5, 10139.33333, 5091.25, 10275.91667, 9918.5, 8314.58333, 2382.5, 1411.33333, 53584.08333]","[11.75, 14.05833, 10.03333, 13.5, 13.18333, 10.96667, 13.05, 10.14167, 12.89167, 12.74167, 11.55, 12.3, 11.98333, 13.04167, 12.34167, 10.65]","[2064, 8085, 5656, 12429, 3008, 2227, 6459, 36356, 7407, 4356, 7896, 6039, 9002, 1904, 1658, 87188]","[0.10188, 0.12568, 0.05591, 0.12276, 0.1035, 0.12237, 0.08292, 0.21015, 0.09415, 0.10894, 0.08867, 0.07491, 0.12971, 0.10428, 0.14489, 0.17353]","['(35.9367033, -80.5882803)', '(35.6303455, -80.54384499999999)', '(34.9338651, -80.54384499999999)', '(35.2895651, -81.20781640000001)', '(35.30145540000001, -80.23213129999999)', '(36.2023597, -80.6770787)', '(35.6840748, -81.2518833)', '(36.1200003, -80.1875065)', '(35.8310501, -80.89865019999999)', '(35.4637028, -81.20781640000001)', '(35.4168123, -80.5882803)', '(35.7748479, -80.1875065)', '(35.7449531, -79.8296743)', '(35.8974199, -81.20781640000001)', '(35.3587922, -79.87448359999999)', '(35.2632655, -80.8543847)']",16,True,False,False,False,0.115265625,12.13645875
2010,NC,Swain,924.41667,14.8,794,6269.1666700000005,"(35.4328955, -83.46435509999999)",0.12665,"[842.66667, 558.16667, 1045.58333, 530.66667, 1781.75, 924.41667, 2837.83333, 2011.75, 1503.5, 1349.41667]","[11.79167, 12.85833, 11.01667, 12.50833, 11.55833, 14.8, 10.29167, 10.95, 12.90833, 9.79167]","[330, 347, 277, 390, 1431, 794, 3539, 1936, 331, 1344]","[0.04622, 0.07993, 0.02915, 0.09193, 0.09256, 0.12665, 0.12823, 0.10502, 0.0284, 0.09735]","['(34.9027286, -83.3789389)', '(34.9208214, -83.7199136)', '(34.8457601, -83.9744262)', '(35.0964003, -83.7199136)', '(35.1197519, -83.33618799999999)', '(35.4328955, -83.46435509999999)', '(35.624394, -82.99316069999999)', '(35.3265409, -83.12200740000002)', '(35.1134803, -84.05902900000001)', '(35.2190534, -82.7778579)']",10,True,False,False,False,0.082544,11.8475
2010,NC,Tyrrell,245.41667,15.075,136,1659.5833300000002,"(35.8925537, -76.17837390000001)",0.08195,"[2385.5, 1083.25, 384.91667, 737.83333, 245.41667, 1085.25, 1840.83333, 567.91667, 811.75]","[12.475, 11.76667, 8.375, 11.99167, 15.075, 8.9, 9.94167, 10.65833, 14.28333]","[3515, 670, 185, 783, 136, 1377, 497, 382, 482]","[0.17856, 0.0729, 0.04027, 0.12731, 0.08195, 0.11297, 0.02687, 0.07161, 0.08468]","['(35.6549619, -75.62080879999999)', '(36.0245185, -76.964306)', '(36.2600564, -76.0391909)', '(36.1354131, -76.6181655)', '(35.8925537, -76.17837390000001)', '(36.4189826, -75.94632399999999)', '(36.2927068, -76.317414)', '(36.1329763, -76.4100267)', '(35.8120333, -76.5950555)']",9,True,False,False,False,0.08856888888888889,11.496296666666666
2010,NC,Edgecombe,4015.4166700000005,15.758329999999999,2234,25501.16667,"(35.8840053, -77.6536125)",0.0876,"[5957.58333, 8742.83333, 5020.5, 1083.25, 954.0, 3188.0, 1335.25, 1035.58333, 5314.83333, 3356.0, 3046.66667, 1042.66667, 4015.41667, 1012.75, 437.58333]","[12.55, 10.16667, 9.15, 11.76667, 10.125, 11.85, 12.74167, 13.71667, 13.9, 14.725, 10.89167, 10.60833, 15.75833, 11.65, 9.59167]","[1431, 4904, 10324, 670, 1423, 4176, 1968, 1298, 6608, 4988, 2925, 1313, 2234, 1034, 332]","[0.03016, 0.05708, 0.18837, 0.0729, 0.15093, 0.15539, 0.18781, 0.17193, 0.17284, 0.21886, 0.10464, 0.13358, 0.0876, 0.11882, 0.07278]","['(35.9597948, -77.973865)', '(35.5589221, -77.4242972)', '(35.3565499, -77.973865)', '(36.0245185, -76.964306)', '(35.5013936, -77.69941969999999)', '(35.2326725, -77.6077865)', '(35.8733053, -77.1485163)', '(36.4352131, -78.0195387)', '(35.6925497, -77.88245959999999)', '(36.2646764, -77.6077865)', '(36.0741417, -78.2426748)', '(36.3761772, -77.0564464)', '(35.8840053, -77.6536125)', '(36.4159635, -77.4242972)', '(36.60568860000001, -77.6077865)']",15,True,False,False,False,0.128246,11.946112
2010,NC,Rutherford,4514.6666700000005,16.71667,4244,26978.66667,"(35.4258737, -81.909826)",0.15730999999999998,"[868.75, 855.58333, 5381.66667, 13677.5, 926.0, 10172.33333, 5091.25, 10584.0, 5670.58333, 2745.91667, 843.41667, 6739.5, 4400.0, 4514.66667, 14003.58333, 3727.16667, 21204.25, 15612.83333]","[10.15, 10.775, 12.9, 13.5, 11.875, 13.05, 12.74167, 8.56667, 14.81667, 13.31667, 12.39167, 14.775, 9.125, 16.71667, 12.10833, 15.73333, 9.63333, 11.85833]","[489, 533, 4131, 12429, 507, 6459, 4356, 13376, 5807, 2189, 138, 5557, 4733, 4244, 15041, 3463, 35009, 22910]","[0.05712, 0.06709, 0.0991, 0.12276, 0.06492, 0.08292, 0.10894, 0.10815, 0.15197, 0.10621, 0.02027, 0.12178, 0.09799, 0.15731, 0.13006, 0.14622, 0.15898, 0.1738]","['(35.2686842, -82.1713632)', '(36.1198414, -81.909826)', '(35.7616931, -81.73494199999999)', '(35.2895651, -81.20781640000001)', '(35.888897, -82.34518899999999)', '(35.6840748, -81.2518833)', '(35.4637028, -81.20781640000001)', '(35.59313770000001, -82.4752757)', '(35.9227448, -81.5596427)', '(35.6984405, -82.08429009999999)', '(36.0277763, -82.1496049)', '(35.361354, -81.6035062)', '(35.3725873, -82.4319405)', '(35.4258737, -81.909826)', '(34.9871367, -81.2518833)', '(35.0120404, -81.6035062)', '(34.9297484, -82.34518899999999)', '(34.860551, -81.9534815)']",18,True,False,False,False,0.109755,12.446296666666667
2010,ND,Burke,31.41667,2.79167,54,1130.0833300000002,"(48.7704377, -102.4633691)",0.04778,"[31.41667, 40.58333, 316.33333, 144.25]","[2.79167, 2.79167, 2.20833, 2.65]","[54, 36, 889, 158]","[0.04778, 0.02468, 0.06171, 0.02867]","['(48.7704377, -102.4633691)', '(48.8582263, -101.6334298)', '(48.432044, -103.2923954)', '(48.2169859, -102.326433)']",4,True,False,False,False,0.04071,2.6104175
2010,ND,Emmons,125.75,6.88333,64,1826.1666699999998,"(46.2061318, -100.2953039)",0.03505,"[36.08333, 125.75, 59.25, 39.0]","[3.6, 6.88333, 4.425, 4.29167]","[28, 64, 16, 6]","[0.02798, 0.03505, 0.01192, 0.00662]","['(46.5056729, -99.5270202)', '(46.2061318, -100.2953039)', '(46.054323, -99.376592)', '(45.84151, -100.0676709)']",4,True,False,True,False,0.0203925,4.8
2010,ND,Kidder,74.58333,5.308330000000001,12,1407.75,"(46.8766313, -99.7506856)",0.00852,"[36.08333, 92.91667, 74.58333, 1674.66667, 466.83333]","[3.6, 4.03333, 5.30833, 3.60833, 4.15]","[28, 100, 12, 3755, 792]","[0.02798, 0.04297, 0.00852, 0.08104, 0.07032]","['(46.5056729, -99.5270202)', '(47.5217126, -99.57518449999999)', '(46.8766313, -99.7506856)', '(47.0448552, -100.5049676)', '(46.939184, -98.99091390000001)']",5,True,False,False,True,0.046166,4.139998
2010,ND,Oliver,53.25,5.7666699999999995,2,926.91667,"(47.1217918, -101.342985)",0.00216,"[257.25, 227.25, 729.83333, 53.25, 1674.66667]","[5.075, 5.275, 4.56667, 5.76667, 3.60833]","[230, 171, 759, 2, 3755]","[0.04509, 0.03954, 0.04746, 0.00216, 0.08104]","['(47.6185079, -101.131122)', '(47.385292, -101.8628783)', '(46.6683872, -101.1621736)', '(47.1217918, -101.342985)', '(47.0448552, -100.5049676)']",5,True,False,False,True,0.043058,4.858334
2010,ND,Ransom,131.41666999999998,4.61667,114,2856.0,"(46.4937656, -97.6257919)",0.03992,"[3143.66667, 275.58333, 92.16667, 131.41667, 87.58333, 88.25, 347.75]","[3.53333, 4.45833, 3.24167, 4.61667, 3.53333, 4.33333, 3.84167]","[7810, 205, 55, 114, 4, 66, 489]","[0.08793, 0.03314, 0.01926, 0.03992, 0.00161, 0.03226, 0.05397]","['(47.071168, -97.12155790000001)', '(46.926176, -98.12223379999999)', '(46.1265285, -98.4554399)', '(46.4937656, -97.6257919)', '(46.4284976, -98.54579509999999)', '(46.1089195, -97.61524179999999)', '(46.1546779, -96.89586560000001)']",7,True,False,False,False,0.038298571428571425,3.9369042857142857
2010,ND,Rolette,575.5833299999999,10.84167,107,5290.5833299999995,"(48.6981517, -99.87911659999999)",0.02022,"[157.5, 106.33333, 37.66667, 158.33333, 575.58333, 134.5]","[5.425, 5.31667, 2.725, 4.83333, 10.84167, 3.96667]","[42, 90, 28, 24, 107, 52]","[0.01441, 0.04506, 0.02006, 0.00731, 0.02022, 0.01531]","['(48.088634, -99.4648442)', '(48.0379438, -100.0575335)', '(48.7485974, -99.2761104)', '(48.38146709999999, -100.7008406)', '(48.6981517, -99.87911659999999)', '(48.7820733, -100.7486336)']",6,True,False,False,False,0.020395,5.518056666666666
2010,NE,Gage,655.5,5.75,1374,11407.25,"(40.1989041, -96.663812)",0.12045,"[250.08333, 300.08333, 161.58333, 655.5, 428.08333, 205.08333, 63.25, 340.91667, 106.41667, 108.83333, 201.08333, 6850.75]","[4.28333, 5.08333, 4.83333, 5.75, 5.06667, 5.33333, 3.99167, 4.675, 3.8, 4.625, 4.73333, 4.225]","[213, 242, 36, 1374, 284, 68, 54, 513, 164, 32, 156, 24129]","[0.03659, 0.04096, 0.01076, 0.12045, 0.0335, 0.01766, 0.03404, 0.0704, 0.05849, 0.01366, 0.0367, 0.14843]","['(39.7451077, -95.9832577)', '(39.717719, -96.49297969999999)', '(39.8413319, -97.179026)', '(40.1989041, -96.663812)', '(40.675971, -96.11029429999999)', '(40.4074745, -95.81428849999999)', '(40.10258169999999, -96.19513200000002)', '(40.4930367, -97.179026)', '(40.1460895, -97.5247243)', '(40.3808026, -96.3226072)', '(40.16807319999999, -97.179026)', '(40.8471492, -96.663812)']",12,True,False,False,False,0.05180333333333333,4.699999166666666
2010,NE,Brown,68.16667,4.65833,72,1461.25,"(42.5052914, -99.99122539999999)",0.04927,"[25.41667, 68.16667]","[2.85833, 4.65833]","[8, 72]","[0.00897, 0.04927]","['(42.3951993, -99.456155)', '(42.5052914, -99.99122539999999)']",2,True,False,True,False,0.02912,3.75833
2010,NE,Dakota,829.1666700000001,7.34167,696,11299.58333,"(42.4040965, -96.5356449)",0.0616,"[352.41667, 652.25, 3683.66667, 216.41667, 164.58333, 149.08333, 215.16667, 178.0, 829.16667, 146.25, 312.33333, 447.66667]","[7.21667, 4.475, 6.59167, 5.925, 3.55833, 4.775, 3.8, 3.66667, 7.34167, 4.075, 4.23333, 5.78333]","[58, 683, 452, 76, 43, 124, 270, 56, 696, 96, 158, 138]","[0.01187, 0.04688, 0.00807, 0.02087, 0.00929, 0.03981, 0.04761, 0.01151, 0.0616, 0.02679, 0.02139, 0.01782]","['(42.001594, -95.9832577)', '(42.776665, -96.15269850000001)', '(42.3166158, -95.9832577)', '(41.8252059, -96.3226072)', '(42.56103239999999, -97.179026)', '(42.4257719, -96.83509989999999)', '(42.2479453, -97.179026)', '(41.95401529999999, -96.83509989999999)', '(42.4040965, -96.5356449)', '(41.9329995, -97.179026)', '(42.8829344, -97.0068393)', '(42.8621348, -96.7065914)']",12,True,False,True,False,0.026959166666666666,5.120139166666666
2010,NE,Dawson,650.8333299999999,4.91667,1098,13210.08333,"(40.9427264, -99.8124935)",0.08312,"[220.0, 650.83333, 176.83333, 956.75, 69.5]","[3.675, 4.91667, 3.56667, 3.61667, 4.01667]","[287, 1098, 319, 2293, 24]","[0.04795, 0.08312, 0.06434, 0.0869, 0.01387]","['(41.3491322, -99.72326729999999)', '(40.9427264, -99.8124935)', '(40.4903536, -99.456155)', '(40.84102180000001, -99.1013498)', '(41.1751661, -98.92453429999999)']",5,True,False,False,False,0.059236,3.958336
2010,NE,Hooker,21.16667,5.25,2,409.83333,"(41.9368476, -101.0711758)",0.00488,"[22.08333, 99.75, 21.16667]","[4.49167, 2.95, 5.25]","[8, 134, 2]","[0.01625, 0.03959, 0.00488]","['(41.5155698, -100.5296115)', '(42.474114, -101.1617356)', '(41.9368476, -101.0711758)']",3,True,False,False,True,0.02024,4.230556666666667
2010,NE,Lincoln,877.25,4.5166699999999995,2723,19401.16667,"(40.9338037, -100.8000051)",0.14035,"[194.83333, 22.08333, 877.25, 58.91667]","[4.25, 4.49167, 4.51667, 3.33333]","[396, 8, 2723, 50]","[0.08638, 0.01625, 0.14035, 0.02826]","['(41.1815863, -101.5248055)', '(41.5155698, -100.5296115)', '(40.9338037, -100.8000051)', '(40.7922353, -101.4339148)']",4,True,False,True,False,0.06781,4.1479175
2010,NE,Webster,82.41667,4.825,90,1705.8333300000002,"(40.2357266, -98.5721016)",0.05276,"[100.66667, 1465.41667, 781.25, 61.0, 176.83333, 132.5, 82.41667, 71.33333, 100.16667]","[4.30833, 4.65, 4.74167, 3.23333, 3.56667, 3.5, 4.825, 4.35833, 4.10833]","[36, 5441, 1797, 2, 319, 238, 90, 20, 16]","[0.01543, 0.17262, 0.10895, 0.00106, 0.06434, 0.06271, 0.05276, 0.01224, 0.00655]","['(39.7333849, -98.7481167)', '(40.8817333, -98.5721016)', '(40.5596231, -98.5721016)', '(40.1665848, -99.456155)', '(40.4903536, -99.456155)', '(40.5328331, -98.92453429999999)', '(40.2357266, -98.5721016)', '(40.20898570000001, -98.92453429999999)', '(40.110932, -98.04651849999999)']",9,True,False,False,False,0.055184444444444446,4.143517777777777
2010,NE,Hitchcock,71.91667,5.125,54,1399.5833300000002,"(40.1844599, -101.0711758)",0.03858,"[72.83333, 53.16667, 56.5, 64.25, 58.91667, 71.91667, 227.41667]","[5.0, 3.525, 4.03333, 2.8, 3.33333, 5.125, 3.675]","[35, 54, 62, 80, 50, 54, 450]","[0.02402, 0.03574, 0.04416, 0.03488, 0.02826, 0.03858, 0.07239]","['(39.74803680000001, -100.5296115)', '(39.8600904, -101.0711758)', '(39.7877848, -101.7979613)', '(40.4531318, -101.6157773)', '(40.7922353, -101.4339148)', '(40.1844599, -101.0711758)', '(40.2353963, -100.5296115)']",7,True,False,False,False,0.03971857142857143,3.92738
2010,NE,Scotts Bluff,1055.5,5.5,2474,19199.58333,"(41.8140936, -103.6362715)",0.12886,"[99.5, 107.91667, 201.66667, 291.25, 1055.5, 367.66667]","[4.7, 4.075, 3.625, 4.98333, 5.5, 4.90833]","[18, 86, 223, 368, 2474, 510]","[0.00848, 0.03245, 0.04012, 0.06288, 0.12886, 0.068]","['(41.1856601, -103.6362715)', '(41.6552418, -102.989615)', '(41.2509264, -103.0817903)', '(42.19114709999999, -103.0817903)', '(41.8140936, -103.6362715)', '(42.0334428, -104.3791912)']",6,True,False,True,False,0.05679833333333333,4.631943333333333
2010,NJ,Cape May,7026.3333299999995,14.475,9593,50068.75,"(39.105884, -74.8273184)",0.1916,"[6461.16667, 7661.58333, 3744.83333, 17268.33333, 7026.33333, 9431.0, 15647.83333]","[8.89167, 8.525, 11.65833, 12.28333, 14.475, 12.96667, 10.25833]","[11747, 14972, 3638, 22505, 9593, 12149, 16781]","[0.16161, 0.16592, 0.11325, 0.15994, 0.1916, 0.16734, 0.11001]","['(39.1440612, -75.4344727)', '(38.65308410000001, -75.4344727)', '(39.5848777, -75.3878525)', '(39.5333379, -74.6868815)', '(39.105884, -74.8273184)', '(39.2587106, -75.06111469999999)', '(39.7103023, -75.1078332)']",7,True,False,True,False,0.15281,11.294047142857142
2010,NM,Lea,2078.08333,7.91667,5754,26301.0,"(32.8968816, -103.3587288)",0.21877,"[2078.08333, 471.08333, 257.33333]","[7.91667, 5.95833, 6.975]","[5754, 352, 241]","[0.21877, 0.04436, 0.06531]","['(32.8968816, -103.3587288)', '(32.6987519, -102.7135121)', '(33.2114703, -102.8975098)']",3,True,False,True,False,0.10948,6.95
2010,NM,Luna,2350.41667,20.258329999999997,1788,11677.16667,"(32.3259122, -107.8583868)",0.15312,"[2350.41667, 1192.83333]","[20.25833, 9.66667]","[1788, 1938]","[0.15312, 0.15694]","['(32.3259122, -107.8583868)', '(32.9690805, -108.2377519)']",2,True,False,False,True,0.15503,14.9625
2010,NM,Mora,299.91667,12.3,14,2434.0,"(35.9742154, -105.3300508)",0.00575,"[299.91667, 1640.5, 1073.08333]","[12.3, 10.65833, 9.6]","[14, 1808, 1441]","[0.00575, 0.11742, 0.12862]","['(35.9742154, -105.3300508)', '(36.4358718, -105.5943388)', '(35.5117793, -104.8454619)']",3,True,False,False,True,0.08393,10.852776666666667
2010,NM,Quay,330.41667,9.43333,858,3500.9166700000005,"(34.9569924, -103.7289167)",0.24508000000000002,"[330.41667, 1158.08333]","[9.43333, 5.36667]","[858, 4520]","[0.24508, 0.20939]","['(34.9569924, -103.7289167)', '(34.5751567, -103.2663479)']",2,True,False,True,False,0.227235,7.4
2010,NM,Union,120.5,6.24167,58,1929.25,"(36.37243340000001, -103.3587288)",0.030060000000000003,"[120.5, 207.16667]","[6.24167, 5.35]","[58, 54]","[0.03006, 0.01392]","['(36.37243340000001, -103.3587288)', '(36.20745, -102.5298028)']",2,True,False,True,False,0.02199,5.795835
2010,NM,Sierra,370.33333,9.20833,551,4026.5,"(33.13459600000001, -107.1011931)",0.13684000000000002,"[370.33333, 7259.91667]","[9.20833, 7.75833]","[551, 14044]","[0.13684, 0.15005]","['(33.13459600000001, -107.1011931)', '(32.485767, -106.7234639)']",2,True,False,False,True,0.143445,8.48333
2010,NM,Mckinley,2511.41667,9.86667,4521,25439.91667,"(35.71524720000001, -108.2377519)",0.17770999999999998,"[895.91667, 2511.41667, 5147.08333]","[9.6, 9.86667, 9.38333]","[299, 4521, 7225]","[0.03206, 0.17771, 0.1317]","['(35.0947557, -107.8583868)', '(35.71524720000001, -108.2377519)', '(36.3882439, -108.2377519)']",3,True,False,True,False,0.11382333333333333,9.616666666666667
2010,NM,Sandoval,5107.75,8.38333,1446,60900.666670000006,"(35.6020667, -106.7234639)",0.02374,"[5107.75, 5044.25, 25235.5, 347.16667]","[8.38333, 6.79167, 7.725, 3.66667]","[1446, 12046, 69495, 457]","[0.02374, 0.16215, 0.21279, 0.04831]","['(35.6020667, -106.7234639)', '(35.3653705, -105.9699878)', '(35.0177854, -106.6291304)', '(35.84962489999999, -106.3228338)']",4,True,False,False,True,0.1117475,6.6416675000000005
2010,NM,Torrance,697.25,11.575,460,6028.4166700000005,"(34.6784317, -105.9699878)",0.07631,"[5044.25, 697.25, 2980.0, 25235.5]","[6.79167, 11.575, 9.56667, 7.725]","[12046, 460, 5738, 69495]","[0.16215, 0.07631, 0.1841, 0.21279]","['(35.3653705, -105.9699878)', '(34.6784317, -105.9699878)', '(34.6743674, -106.6291304)', '(35.0177854, -106.6291304)']",4,True,False,False,True,0.1588375,8.914584999999999
2010,NM,Guadalupe,167.16666999999998,10.11667,210,1652.3333300000002,"(34.8235801, -104.8454619)",0.12709,"[167.16667, 1073.08333]","[10.11667, 9.6]","[210, 1441]","[0.12709, 0.12862]","['(34.8235801, -104.8454619)', '(35.5117793, -104.8454619)']",2,True,False,False,True,0.127855,9.858335
2010,NV,Lyon,4021.6666700000005,17.491670000000003,1715,22998.08333,"(38.9524739, -119.1390642)",0.07457000000000001,"[69.5, 4021.66667, 336.75, 3177.41667]","[13.23333, 17.49167, 16.725, 13.76667]","[174, 1715, 112, 1762]","[0.32133, 0.07457, 0.05565, 0.07632]","['(38.5940736, -119.8815203)', '(38.9524739, -119.1390642)', '(39.4089847, -119.5571677)', '(38.9265035, -119.6499162)']",4,True,False,False,False,0.1319675,15.3041675
2010,NV,Mineral,334.91667,14.375,106,2334.25,"(38.4343464, -118.4863963)",0.04541,"[906.33333, 334.91667]","[10.25, 14.375]","[724, 106]","[0.08144, 0.04541]","['(37.9218608, -118.9528645)', '(38.4343464, -118.4863963)']",2,True,False,False,True,0.063425,12.3125
