,Year,State,County,Average Number Unemployed,Average Percent Unemployed,Number of Crimes,Total Labor Force,Crimes Per 100 Workers
5554,2014,NC,gates,308.5,5.933333332999999,0,5197.166667,0.0
5555,2015,NC,gates,282.0833333,5.483333332999999,2,5143.583333,0.038883398411540815
5556,2010,NC,jones,515.3333333,11.20833333,42,4598.166667,0.9134075174226388
5557,2011,NC,jones,486.83333330000005,10.625,34,4582.666667,0.7419260982876108
5558,2012,NC,jones,455.0,9.916666667000001,32,4589.083333,0.6973070148865829
5559,2013,NC,jones,381.75,8.416666667000001,16,4538.25,0.3525588057070457
5560,2014,NC,jones,298.4166667,6.65,18,4489.333333,0.40095040098017154
5561,2015,NC,jones,262.25,5.75,16,4547.916667,0.3518094365294139
5562,2010,NC,moore,3674.583333,10.125,4470,36324.5,12.305744057041391
5563,2011,NC,moore,3539.083333,9.558333333,4397,37081.5,11.85766487331958
5564,2012,NC,moore,3293.0,8.791666667000001,4387,37474.33333,11.706679239275475
5565,2013,NC,moore,2943.333333,7.7583333329999995,4000,37899.41667,10.554252153348513
5566,2014,NC,moore,2338.583333,6.1333333329999995,4033,38185.0,10.561738902710488
5567,2015,NC,moore,2219.75,5.791666667,3711,38289.0,9.6920786648907
5568,2010,NC,vance,2685.916667,14.125,7343,19018.08333,38.610620600325234
5569,2011,NC,vance,2778.583333,14.9,7553,18645.33333,40.50879577383238
5570,2012,NC,vance,2501.166667,13.51666667,6470,18485.66667,35.00009015363253
5571,2013,NC,vance,2082.833333,11.48333333,5533,18128.25,30.521423744707842
5572,2014,NC,vance,1687.75,9.325,5507,18062.41667,30.488721972329525
5573,2015,NC,vance,1545.583333,8.55,4271,18046.75,23.666311108648372
5574,2010,NC,wayne,5020.5,9.15,10324,54807.5,18.836838023993067
5575,2011,NC,wayne,4961.083333,9.033333333,10496,54884.666670000006,19.123738262105764
5576,2012,NC,wayne,4687.666667,8.466666667,9853,55376.25,17.792826347035057
5577,2013,NC,wayne,4257.416667,7.766666667000001,8458,54777.75,15.440575781225041
5578,2014,NC,wayne,3453.166667,6.408333333,8638,53868.916670000006,16.035221300098218
5579,2015,NC,wayne,3257.416667,6.066666667000001,9578,53729.5,17.826333764505534
5580,2010,NC,bertie,1083.25,11.76666667,670,9191.166667,7.289607775317257
5581,2011,NC,bertie,1094.583333,12.05833333,890,9070.166667,9.812388599628365
5582,2012,NC,bertie,988.9166667000002,11.40833333,773,8668.166667,8.917687323004953
5583,2013,NC,bertie,852.1666667000002,10.06666667,998,8460.5,11.795993144613202
5584,2014,NC,bertie,673.9166667000001,7.916666667,976,8524.25,11.449687655805496
5585,2015,NC,bertie,622.0,7.2416666670000005,849,8602.916667,9.868746064421224
5586,2010,NC,durham,11819.41667,8.241666667,2903,143411.5833,2.024243741823329
5587,2011,NC,durham,11758.25,8.091666667,3365,145291.75,2.3160296438028998
5588,2012,NC,durham,11002.91667,7.408333333,3346,148699.4167,2.250176950425119
5589,2013,NC,durham,9426.166667,6.266666667000001,2901,150359.4167,1.9293769979090374
5590,2014,NC,durham,7845.0,5.116666667,2938,152992.5,1.9203555729856037
5591,2015,NC,durham,7852.916667,5.025,2584,156609.5,1.6499637633732307
5592,2010,NC,graham,650.4166667000001,17.68333333,0,3702.333333,0.0
5593,2011,NC,graham,652.6666667000001,18.08333333,0,3616.833333,0.0
5594,2012,NC,graham,631.8333332999999,17.75,0,3575.833333,0.0
5595,2013,NC,graham,535.6666667,15.225,0,3515.583333,0.0
5596,2014,NC,graham,443.08333330000005,13.38333333,0,3318.25,0.0
5597,2015,NC,graham,381.9166667,12.025,0,3186.416667,0.0
5598,2010,NC,greene,954.0,10.125,1423,9428.416667,15.092671975142782
5599,2011,NC,greene,918.1666667000002,9.616666667,1319,9558.0,13.799958150240634
5600,2012,NC,greene,830.4166667000001,8.6,865,9651.916667,8.961950562186718
5601,2013,NC,greene,741.9166667000001,7.8833333329999995,993,9410.5,10.552042930768822
5602,2014,NC,greene,588.25,6.25,100,9415.583333,1.0620690876317476
5603,2015,NC,greene,524.6666667,5.541666667,131,9479.5,1.3819294266575242
5604,2010,NC,lenoir,3188.0,11.85,4176,26874.08333,15.539134670086623
5605,2011,NC,lenoir,3004.5,10.90833333,5673,27600.33333,20.55409959065157
5606,2012,NC,lenoir,2793.0,9.816666667,5433,28488.83333,19.070630015160397
5607,2013,NC,lenoir,2479.083333,8.691666667,5447,28501.66667,19.111163087642694
5608,2014,NC,lenoir,1995.5,7.158333333,5473,27861.66667,19.643476698014776
5609,2015,NC,lenoir,1760.9166670000002,6.35,4731,27741.0,17.05417973396777
5610,2010,NC,onslow,5240.0,8.275,10317,63342.416670000006,16.287664005226212
5611,2011,NC,onslow,5192.916667,8.283333333,11666,62685.833329999994,18.610265478303724
5612,2012,NC,onslow,5094.083333,8.0,10642,63599.25,16.73290172447002
5613,2013,NC,onslow,4506.333333,7.033333333,3065,64041.666670000006,4.7859466490677445
5614,2014,NC,onslow,3901.916667,6.083333333,6814,64033.0,10.641388034294817
5615,2015,NC,onslow,3756.0,5.891666667000001,8858,63748.5,13.89522890734684
5616,2010,NC,orange,4617.416667,6.608333332999999,4204,69962.33333,6.0089476721287625
5617,2011,NC,orange,4591.083333,6.541666667,4671,70172.75,6.656430024475313
5618,2012,NC,orange,4401.416667,6.108333332999999,4283,72076.75,5.942276809095859
5619,2013,NC,orange,3862.833333,5.325,3764,72647.75,5.1811652804112995
5620,2014,NC,orange,3379.916667,4.641666667,3596,72690.66667,4.9469899847322445
5621,2015,NC,orange,3396.666667,4.633333333,3346,73371.58333,4.560348636543456
5622,2010,NC,pender,2796.416667,11.44166667,1732,24446.0,7.0850036815839
5623,2011,NC,pender,2790.833333,11.33333333,1835,24621.33333,7.4528863867991015
5624,2012,NC,pender,2595.083333,10.425,1965,24879.58333,7.898042237831962
5625,2013,NC,pender,2260.25,9.05,1867,25024.91667,7.4605643032496864
5626,2014,NC,pender,1797.0,7.1,2095,25314.83333,8.275780340679809
5627,2015,NC,pender,1585.666667,6.091666667,2367,26016.16667,9.098188945450818
5628,2010,NC,stokes,2602.5,11.39166667,2079,22846.33333,9.09992850918454
5629,2011,NC,stokes,2343.75,10.4,2433,22506.33333,10.810290438367021
5630,2012,NC,stokes,2082.0,9.3,2292,22391.33333,10.236103255759089
5631,2013,NC,stokes,1743.0,7.85,2074,22180.25,9.350661061079112
5632,2014,NC,stokes,1322.5,6.075,2005,21787.08333,9.202700378160255
5633,2015,NC,stokes,1183.833333,5.433333332999999,1303,21803.75,5.9760362322994895
5634,2010,NC,wilkes,4176.0,13.43333333,3523,31081.08333,11.334868745065714
5635,2011,NC,wilkes,3660.0,11.76666667,4840,31094.58333,15.56541198392704
5636,2012,NC,wilkes,3174.166667,10.39166667,4357,30584.75,14.245661645100908
5637,2013,NC,wilkes,2676.333333,8.933333333,3814,29953.83333,12.732927896010295
5638,2014,NC,wilkes,1955.0833329999998,6.608333332999999,3434,29546.41667,11.622390756733344
5639,2015,NC,wilkes,1684.0833329999998,5.675,2730,29629.0,9.213945796348172
5640,2010,NC,caswell,1331.5,13.21666667,1123,10068.08333,11.154059448969619
5641,2011,NC,caswell,1190.833333,11.775,1079,10108.75,10.673921107951033
5642,2012,NC,caswell,1060.416667,10.65833333,1167,9960.916667,11.715789209101715
5643,2013,NC,caswell,887.0,8.983333333,991,9857.75,10.053003981638813
5644,2014,NC,caswell,696.5833332999999,7.225,1040,9655.916667,10.770598337434887
5645,2015,NC,caswell,607.0,6.3,972,9624.083333,10.099663171734093
5646,2010,NC,catawba,10172.33333,13.05,6459,77897.91667,8.291620977955482
5647,2011,NC,catawba,8959.75,11.66666667,7224,76812.16667,9.404760096191152
5648,2012,NC,catawba,7766.083333,10.14166667,6140,76572.33333,8.018561970077034
5649,2013,NC,catawba,6449.333333,8.483333333,5123,76000.33333,6.7407599092434145
5650,2014,NC,catawba,4750.333333,6.341666667,4882,74671.58333,6.5379623442892925
5651,2015,NC,catawba,4141.583333,5.5083333329999995,4831,75148.33333,6.428618953910206
5652,2010,NC,chatham,2622.083333,8.558333333,2764,30660.83333,9.014758243036965
5653,2011,NC,chatham,2525.083333,8.1,2952,31119.75,9.485937387029137
5654,2012,NC,chatham,2480.166667,7.85,2742,31616.83333,8.672595295614952
5655,2013,NC,chatham,1981.4166670000002,6.291666667,2805,31556.08333,8.888935837399439
5656,2014,NC,chatham,1578.083333,4.9,2709,32249.83333,8.400043411945285
5657,2015,NC,chatham,1584.0,4.741666667,2821,33382.58333,8.450514365869479
5658,2010,NC,forsyth,17548.5,10.14166667,36356,173001.75,21.014816324112328
5659,2011,NC,forsyth,17061.83333,9.825,37624,173620.6667,21.670231266310417
5660,2012,NC,forsyth,15615.75,8.85,36389,176409.25,20.62760314439294
5661,2013,NC,forsyth,13380.0,7.541666667,33326,177447.75,18.780739682526264
5662,2014,NC,forsyth,10653.25,6.016666667000001,34934,177326.9167,19.700336897585046
5663,2015,NC,forsyth,9899.333333,5.5083333329999995,29851,179729.0833,16.608886804465218
5664,2010,NC,halifax,3356.0,14.725,4988,22790.58333,21.886232255556752
5665,2011,NC,halifax,3260.666667,14.59166667,4672,22345.58333,20.907934829911643
5666,2012,NC,halifax,2970.333333,13.54166667,4663,21941.83333,21.25164260374044
5667,2013,NC,halifax,2566.75,11.79166667,4587,21761.25,21.07875236946407
5668,2014,NC,halifax,2061.333333,9.683333333,4623,21270.91667,21.733901137040185
5669,2015,NC,halifax,1831.0833329999998,8.816666667,4332,20772.25,20.854746115610972
5670,2010,NC,haywood,2837.833333,10.29166667,3539,27599.41667,12.822734778473855
5671,2011,NC,haywood,2773.583333,10.09166667,3512,27509.75,12.766382827906469
5672,2012,NC,haywood,2506.916667,9.116666667,3730,27514.75,13.556365222289863
5673,2013,NC,haywood,2153.583333,7.808333332999999,4040,27581.33333,14.647587742271051
5674,2014,NC,haywood,1589.166667,5.841666667,3369,27254.75,12.361148056760749
5675,2015,NC,haywood,1454.333333,5.25,2680,27651.16667,9.692176941335546
5676,2010,NC,iredell,10139.33333,12.89166667,7407,78671.41667,9.415109468626783
5677,2011,NC,iredell,8942.333333,11.39166667,11631,78531.58333,14.810601679995441
5678,2012,NC,iredell,7865.333333,9.933333333,11255,79259.08333,14.200265164737177
5679,2013,NC,iredell,6643.916667,8.375,10335,79419.75,13.013135901334365
5680,2014,NC,iredell,5041.666667,6.316666667000001,8321,79965.91667,10.405683254202854
5681,2015,NC,iredell,4516.916667,5.4916666670000005,7551,82183.16667,9.188012954429515
5682,2010,NC,tyrrell,245.41666669999998,15.075,136,1659.583333,8.194828020727057
5683,2011,NC,tyrrell,243.91666669999998,15.225,142,1633.166667,8.69476477014088
5684,2012,NC,tyrrell,216.08333330000002,14.025,130,1583.5,8.209662140827282
5685,2013,NC,tyrrell,201.75,13.225,116,1562.083333,7.425980262987672
5686,2014,NC,tyrrell,155.08333330000002,10.23333333,120,1554.166667,7.7211796230088625
5687,2015,NC,tyrrell,146.66666669999998,9.633333333,136,1546.833333,8.792156019565168
5688,2010,NC,watauga,2109.75,7.85,2253,26882.5,8.380916953408352
5689,2011,NC,watauga,2127.416667,7.875,1925,27002.16667,7.1290575438848665
5690,2012,NC,watauga,1996.8333329999998,7.391666667000001,1830,27058.41667,6.763145169646766
5691,2013,NC,watauga,1721.5833329999998,6.3833333329999995,1451,26954.58333,5.3831290294332295
5692,2014,NC,watauga,1402.5,5.191666667,1644,27038.41667,6.080237685752034
5693,2015,NC,watauga,1327.333333,4.841666667,1537,27391.08333,5.611315118437121
5694,2010,NC,alamance,8355.25,10.86666667,4240,76806.25,5.520384083326553
5695,2011,NC,alamance,7462.25,9.658333333,4117,77265.5,5.328380713254945
5696,2012,NC,alamance,6655.5,8.533333333,4117,77999.91667,5.278210767093631
5697,2013,NC,alamance,5605.0,7.25,3820,77240.75,4.945576007483097
5698,2014,NC,alamance,4365.583333,5.675,3816,76826.25,4.9670522770537415
5699,2015,NC,alamance,4142.083333,5.3833333329999995,3433,77289.33333,4.441751341471948
5700,2010,NC,buncombe,10584.0,8.566666667,13376,123679.9167,10.81501375234998
5701,2011,NC,buncombe,9900.0,7.925,14392,124660.3333,11.54497153907417
5702,2012,NC,buncombe,9159.333333,7.25,16076,126436.8333,12.714649347359131
5703,2013,NC,buncombe,7632.25,5.983333332999999,16322,127657.0,12.785824514127702
5704,2014,NC,buncombe,5999.0,4.7,14241,127749.75,11.147575631263466
5705,2015,NC,buncombe,5688.0,4.366666667,14825,130400.1667,11.36885049702931
5706,2010,NC,cabarrus,10275.91667,11.55,7896,89048.83333,8.867044861484882
5707,2011,NC,cabarrus,9341.5,10.4,8565,89829.08333,9.534773908952458
5708,2012,NC,cabarrus,8221.5,9.008333333,7394,91360.83333,8.09318362201502
5709,2013,NC,cabarrus,7008.75,7.608333332999999,6866,92217.41667,7.445448211339489
5710,2014,NC,cabarrus,5498.0,5.833333333,6543,94340.08333,6.935546131661447
5711,2015,NC,cabarrus,5055.916667,5.191666667,6185,97608.33333,6.336549133657869
5712,2010,NC,caldwell,5670.583333,14.81666667,5807,38212.08333,15.196763677736907
5713,2011,NC,caldwell,4947.416667,13.25,6254,37342.75,16.747561440975826
5714,2012,NC,caldwell,4282.25,11.60833333,6070,36895.58333,16.45183366721417
5715,2013,NC,caldwell,3481.75,9.558333333,5293,36369.08333,14.553569997828152
5716,2014,NC,caldwell,2580.75,7.266666667000001,5330,35502.0,15.013238690777984
5717,2015,NC,caldwell,2220.666667,6.266666667000001,4798,35464.66667,13.52895839863818
5718,2010,NC,cherokee,1503.5,12.90833333,331,11653.83333,2.8402671518213656
5719,2011,NC,cherokee,1372.75,11.85,1565,11594.16667,13.498167177891707
5720,2012,NC,cherokee,1251.583333,10.95,1689,11422.25,14.78692902011425
5721,2013,NC,cherokee,1037.5,9.2,1404,11263.25,12.465318624730873
5722,2014,NC,cherokee,789.0833332999999,7.108333332999999,1625,11106.91667,14.630523018050157
5723,2015,NC,cherokee,717.6666667000001,6.433333332999999,1705,11120.25,15.33238910995706
5724,2010,NC,columbus,3240.833333,13.41666667,4853,24184.08333,20.066917293408117
5725,2011,NC,columbus,3205.416667,13.38333333,5471,23939.75,22.853204398542175
5726,2012,NC,columbus,2841.5,12.25,5232,23182.25,22.56899136192561
5727,2013,NC,columbus,2480.25,10.28333333,5527,24083.91667,22.948925109364282
5728,2014,NC,columbus,1964.0,8.525,5706,23030.0,24.77637863656101
5729,2015,NC,columbus,1702.5,7.533333333,3932,22609.66667,17.390791546773386
5730,2010,NC,guilford,27970.75,11.09166667,35342,252010.0,14.024046664814888
5731,2011,NC,guilford,26453.83333,10.46666667,32509,253095.0,12.844584049467592
5732,2012,NC,guilford,24310.83333,9.55,31467,254739.0833,12.352639254394301
5733,2013,NC,guilford,20992.83333,8.208333332999999,29758,255227.6667,11.659394290893307
5734,2014,NC,guilford,16613.91667,6.566666667000001,26960,253378.6667,10.64020122574905
5735,2015,NC,guilford,15052.833330000001,5.875,27540,256282.1667,10.745968146990853
5736,2010,NC,hertford,1042.666667,10.60833333,1313,9829.25,13.358089376096855
5737,2011,NC,hertford,1092.666667,11.35833333,1494,9631.25,15.512005191434133
5738,2012,NC,hertford,1030.75,10.76666667,1374,9573.833333,14.351618126293946
5739,2013,NC,hertford,892.5,9.383333333,1359,9502.083333,14.302126727096764
5740,2014,NC,hertford,695.5,7.416666667,1566,9385.666667,16.68501615879941
5741,2015,NC,hertford,651.4166667000001,7.058333332999999,1211,9221.666667,13.132116392079086
5742,2010,NC,mcdowell,2745.916667,13.31666667,2189,20610.33333,10.620885965069444
5743,2011,NC,mcdowell,2545.916667,12.36666667,2679,20594.25,13.008485378200227
5744,2012,NC,mcdowell,2229.833333,10.83333333,2805,20596.08333,13.619094247469235
5745,2013,NC,mcdowell,1833.0,8.958333332999999,3121,20426.16667,15.279421001610775
5746,2014,NC,mcdowell,1340.833333,6.458333333,3065,20811.08333,14.727729217160363
5747,2015,NC,mcdowell,1169.0,5.5083333329999995,2710,21259.58333,12.747192444622572
5748,2010,NC,mitchell,843.4166667000002,12.39166667,138,6807.083333,2.027299993978199
5749,2011,NC,mitchell,799.75,11.86666667,122,6737.583333,1.8107382717250617
5750,2012,NC,mitchell,812.5833332999999,12.225,146,6648.583333,2.1959565322034
5751,2013,NC,mitchell,733.0,10.99166667,93,6668.416667,1.3946339085292792
5752,2014,NC,mitchell,505.75,7.7416666670000005,80,6536.25,1.2239433926180914
5753,2015,NC,mitchell,431.66666669999995,6.833333333,100,6310.166667,1.5847441957906687
5754,2010,NC,randolph,8314.583333,11.98333333,9002,69398.75,12.971415191195806
5755,2011,NC,randolph,7517.333333,10.94166667,9857,68708.08333,14.34620138165918
5756,2012,NC,randolph,6802.833333,9.941666667,9406,68474.33333,13.736533884411022
5757,2013,NC,randolph,5871.333333,8.625,8311,67952.75,12.23055726221529
5758,2014,NC,randolph,4367.666667,6.558333332999999,8876,66647.91667,13.317745615288413
5759,2015,NC,randolph,3801.5,5.708333333,6090,66640.41667,9.138598322632605
5760,2010,NC,richmond,2813.833333,14.86666667,6140,18926.58333,32.44114319496671
5761,2011,NC,richmond,2670.083333,14.6,6244,18284.58333,34.14898708550445
5762,2012,NC,richmond,2398.583333,13.38333333,6014,17929.0,33.543421272798255
5763,2013,NC,richmond,2050.25,11.73333333,5412,17436.08333,31.039080839263228
5764,2014,NC,richmond,1517.916667,8.966666667,5209,16939.41667,30.750763745160302
5765,2015,NC,richmond,1339.75,7.916666667,4970,16926.08333,29.362965448664134
5766,2010,NC,scotland,2309.083333,17.625,3306,13097.66667,25.241137091787053
5767,2011,NC,scotland,2317.916667,18.03333333,3884,12855.16667,30.213532812951073
5768,2012,NC,scotland,2138.083333,17.15,3251,12462.33333,26.086607651345815
5769,2013,NC,scotland,1845.9166670000002,15.06666667,3392,12249.83333,27.690172662945123
5770,2014,NC,scotland,1435.0,11.95833333,3302,11996.58333,27.5245035121179
5771,2015,NC,scotland,1257.166667,10.6,3114,11860.08333,26.256139298137633
5772,2010,NC,alexander,2382.5,13.04166667,1904,18259.33333,10.427543906390802
5773,2011,NC,alexander,2018.0833329999998,11.275,2223,17893.08333,12.423795044160228
5774,2012,NC,alexander,1692.75,9.575,2048,17674.08333,11.587588231655124
5775,2013,NC,alexander,1358.916667,7.766666667000001,1329,17479.33333,7.603264809413643
5776,2014,NC,alexander,983.3333332999998,5.6333333329999995,1728,17470.33333,9.891053406706808
5777,2015,NC,alexander,863.5,4.925,1389,17538.75,7.919606585418003
5778,2010,NC,brunswick,5827.666667,12.56666667,7203,46528.25,15.480917507105898
5779,2011,NC,brunswick,5742.083333,12.24166667,7026,47015.5,14.94400782720592
5780,2012,NC,brunswick,5320.666667,11.25,7037,47347.25,14.862531614824515
5781,2013,NC,brunswick,4665.0,9.808333333,7067,47686.91667,14.819578394855363
5782,2014,NC,brunswick,3773.25,7.933333332999999,5252,47714.58333,11.00711697234473
5783,2015,NC,brunswick,3543.083333,7.3,3760,48537.08333,7.746654191056436
5784,2010,NC,cleveland,6739.5,14.775,5557,45632.33333,12.177768688296878
5785,2011,NC,cleveland,5671.916667,12.36666667,5007,45873.0,10.914917271597673
5786,2012,NC,cleveland,5048.583333,11.05,4843,45749.0,10.586023738223787
5787,2013,NC,cleveland,4418.0,9.491666667,3863,46531.16667,8.30196248333182
5788,2014,NC,cleveland,3359.333333,7.3,3551,45989.91667,7.721257738908618
5789,2015,NC,cleveland,2945.416667,6.3833333329999995,3347,46086.58333,7.262417298401191
5790,2010,NC,currituck,1085.25,8.9,1377,12189.41667,11.296684962693952
5791,2011,NC,currituck,1117.75,9.05,1614,12349.58333,13.06926684788806
5792,2012,NC,currituck,1065.166667,8.55,1168,12460.25,9.373808711703216
5793,2013,NC,currituck,989.75,7.833333333,960,12600.91667,7.618493361562718
5794,2014,NC,currituck,803.6666667000001,6.316666667000001,808,12716.66667,6.353866315503573
5795,2015,NC,currituck,745.3333332999999,5.8,854,12848.08333,6.6469058307391915
5796,2010,NC,edgecombe,4015.416667,15.75833333,2234,25501.16667,8.760383510720375
5797,2011,NC,edgecombe,3867.833333,15.53333333,2617,24925.25,10.499393185625019
5798,2012,NC,edgecombe,3487.166667,14.33333333,2396,24357.83333,9.836671298054242
5799,2013,NC,edgecombe,3110.333333,12.99166667,2369,23959.5,9.887518520837247
5800,2014,NC,edgecombe,2398.916667,10.31666667,2139,23245.0,9.201978920197892
5801,2015,NC,edgecombe,2184.583333,9.575,1954,22819.5,8.562851946799887
5802,2010,NC,granville,2667.5,9.741666667,3963,27383.08333,14.472438885865962
5803,2011,NC,granville,2481.833333,8.916666667000001,4642,27862.08333,16.660634974850606
5804,2012,NC,granville,2265.083333,8.0,4026,28301.08333,14.225603850762555
5805,2013,NC,granville,1939.25,6.858333332999999,3666,28334.75,12.938176620580736
5806,2014,NC,granville,1528.083333,5.433333332999999,3360,28137.5,11.941359395824078
5807,2015,NC,granville,1410.416667,4.941666667,3353,28531.5,11.751923312829678
5808,2010,NC,cumberland,13268.66667,10.11666667,39155,131095.6667,29.867501333665363
5809,2011,NC,cumberland,13934.083330000001,10.50833333,41453,132538.5,31.27619521874776
5810,2012,NC,cumberland,13894.166669999999,10.49166667,42340,132432.5833,31.970983986687813
5811,2013,NC,cumberland,12661.5,9.658333333,39253,130857.8333,29.99667578937363
5812,2014,NC,cumberland,10301.16667,8.083333332999999,34552,127591.6667,27.080138455468582
5813,2015,NC,cumberland,9223.583333,7.3,29091,126259.1667,23.040703309187926
5814,2010,NC,pasquotank,1840.8333329999998,9.941666667,497,18498.08333,2.6867648454906163
5815,2011,NC,pasquotank,1886.1666670000002,10.31666667,972,18269.0,5.320488258799058
5816,2012,NC,pasquotank,1820.3333329999998,10.05,911,18123.58333,5.02659978113721
5817,2013,NC,pasquotank,1703.0833329999998,9.616666667,708,17676.33333,4.005355560920506
5818,2014,NC,pasquotank,1394.666667,8.066666667,972,17281.08333,5.624647375622602
5819,2015,NC,pasquotank,1265.333333,7.2416666670000005,667,17450.58333,3.822221798473255
5820,2010,NC,perquimans,567.9166667000001,10.65833333,382,5334.25,7.161269156863664
5821,2011,NC,perquimans,581.5,10.96666667,474,5302.333333,8.939460615385645
5822,2012,NC,perquimans,549.1666667000001,10.425,507,5266.0,9.627800987466768
5823,2013,NC,perquimans,500.5,9.575,431,5222.916667,8.252094135891369
5824,2014,NC,perquimans,398.1666667,7.808333332999999,357,5102.0,6.997255978047824
5825,2015,NC,perquimans,367.9166667,7.1166666670000005,297,5155.916667,5.7603723873375
5826,2010,NC,rockingham,5840.75,13.225,7621,44209.91667,17.2382138986737
5827,2011,NC,rockingham,5357.166667,12.275,7340,43567.16667,16.8475495677672
5828,2012,NC,rockingham,4847.166667,11.25,6786,43033.0,15.769293333023493
5829,2013,NC,rockingham,4080.166667,9.658333333,6384,42155.66667,15.143871522599268
5830,2014,NC,rockingham,3081.166667,7.5083333329999995,5663,41126.16667,13.769822131589393
5831,2015,NC,rockingham,2720.833333,6.608333332999999,4285,41120.58333,10.42057201769759
5832,2010,NC,rutherford,4514.666667,16.71666667,4244,26978.66667,15.730947907515699
5833,2011,NC,rutherford,3856.666667,14.55833333,4540,26482.0,17.14372026282003
5834,2012,NC,rutherford,3535.25,13.2,4398,26779.83333,16.422805720277424
5835,2013,NC,rutherford,2895.5,11.15833333,3623,25934.66667,13.969718778729924
5836,2014,NC,rutherford,2180.5,8.558333333,3404,25459.83333,13.370079669724216
5837,2015,NC,rutherford,1946.3333329999998,7.7583333329999995,3910,25050.58333,15.608418967703136
5838,2010,NC,mecklenburg,53584.08333,10.65,87188,502428.25,17.353323584014234
5839,2011,NC,mecklenburg,50952.41667,9.916666667000001,81717,513764.75,15.905528746376623
5840,2012,NC,mecklenburg,46164.91667,8.75,83341,527788.0,15.790620476403404
5841,2013,NC,mecklenburg,40389.91667,7.516666667000001,78487,537142.8333,14.61194213796094
5842,2014,NC,mecklenburg,32858.5,5.9916666670000005,78367,548085.75,14.298310072830756
5843,2015,NC,mecklenburg,30298.66667,5.375,84845,565287.4167,15.00917895807816
5844,2010,NC,new hanover,10442.83333,9.708333332999999,19184,107582.4167,17.831910258621285
5845,2011,NC,new hanover,10270.58333,9.558333333,19752,107500.6667,18.37383953638308
5846,2012,NC,new hanover,9401.5,8.65,19658,108851.0,18.059549292151658
5847,2013,NC,new hanover,8274.666667,7.558333332999999,18703,109519.75,17.07728514719948
5848,2014,NC,new hanover,6575.0,5.95,18268,110572.25,16.521324292487492
5849,2015,NC,new hanover,6074.0,5.358333333,17786,113387.9167,15.685974764893093
5850,2010,NC,transylvania,1349.416667,9.791666667000001,1344,13805.333330000001,9.735367976080589
5851,2011,NC,transylvania,1262.916667,9.425,1282,13392.91667,9.572224121065931
5852,2012,NC,transylvania,1169.583333,8.7,1216,13455.583330000001,9.037140718298387
5853,2013,NC,transylvania,992.4166667000002,7.408333333,1326,13397.58333,9.897307352668655
5854,2014,NC,transylvania,780.9166667000001,5.8666666670000005,1119,13344.83333,8.385267708697565
5855,2015,NC,transylvania,736.75,5.425,986,13545.916669999999,7.278946298139305
5856,2010,ND,cass,3143.666667,3.5333333330000003,7810,88823.58333,8.792709894380254
5857,2011,ND,cass,2923.416667,3.275,7729,89620.33333,8.624158952344303
5858,2012,ND,cass,2629.583333,2.95,8247,89610.0,9.203213927017075
5859,2013,ND,cass,2520.666667,2.758333333,9022,91441.58333,9.86640833573589
5860,2014,ND,cass,2244.25,2.416666667,8701,92833.75,9.372668883891903
5861,2015,ND,cass,2140.416667,2.258333333,9752,95417.66667,10.220329568241368
5862,2010,ND,ward,1090.416667,3.475,2003,31526.5,6.35338524733161
5863,2011,ND,ward,1036.75,3.2,2209,32490.66667,6.798875573826445
5864,2012,ND,ward,899.5833332999998,2.65,2175,33954.75,6.405583902105007
5865,2013,ND,ward,934.8333332999998,2.725,2696,34493.0,7.81607862464848
5866,2014,ND,ward,906.0,2.633333333,3365,34553.08333,9.738638858542641
5867,2015,ND,ward,1093.916667,3.191666667,4233,34298.58333,12.341617609312493
5868,2010,ND,adams,35.0,2.925,24,1202.083333,1.9965337960475658
5869,2011,ND,adams,32.58333333,2.8,40,1164.166667,3.435934143611758
5870,2012,ND,adams,31.58333333,2.858333333,24,1111.75,2.1587587137395996
5871,2013,ND,adams,28.0,2.508333333,20,1110.833333,1.800450113068402
5872,2014,ND,adams,29.75,2.683333333,24,1112.666667,2.156980227035057
5873,2015,ND,adams,32.41666667,2.925,23,1109.333333,2.0733173083152994
5874,2010,ND,burke,31.41666667,2.791666667,54,1130.083333,4.778408673336305
5875,2011,ND,burke,28.66666667,2.325,42,1235.083333,3.400580258660166
5876,2012,ND,burke,27.33333333,1.983333333,54,1375.75,3.9251317463201887
5877,2013,ND,burke,30.41666667,2.208333333,76,1388.0,5.475504322766571
5878,2014,ND,burke,33.16666667,2.55,28,1299.0,2.155504234026174
5879,2015,ND,burke,39.16666667,3.325,14,1181.833333,1.1846001977674798
5880,2010,ND,sioux,66.58333333,5.083333333,0,1307.333333,0.0
5881,2011,ND,sioux,72.0,5.408333333,0,1329.75,0.0
5882,2012,ND,sioux,67.66666667,5.166666667,0,1307.083333,0.0
5883,2013,ND,sioux,60.91666667,4.625,0,1314.833333,0.0
5884,2014,ND,sioux,60.75,4.666666667,2,1301.416667,0.15367868344658292
5885,2015,ND,sioux,56.58333333,4.375,0,1293.916667,0.0
5886,2010,ND,slope,10.5,2.241666667,4,469.08333330000005,0.8527269497852353
5887,2011,ND,slope,10.08333333,2.066666667,4,493.41666669999995,0.81067387260188
5888,2012,ND,slope,11.16666667,2.1,4,528.8333333,0.7563819729439887
5889,2013,ND,slope,11.0,2.0916666669999997,4,522.5833333,0.765428161426594
