,Year,State,County,Average Number Unemployed,Average Percent Unemployed,Number of Crimes,Total Labor Force,Crimes Per 100 Workers
494,2012,AR,craighead,3370.916667,6.8666666670000005,8212,49059.08333,16.73900008437031
495,2013,AR,craighead,3228.916667,6.541666667,7806,49333.0,15.823079885674904
496,2014,AR,craighead,2687.666667,5.433333332999999,8223,49477.08333,16.61981557230164
497,2015,AR,craighead,2253.833333,4.433333333,7920,50998.83333,15.52976702182924
498,2010,AR,hempstead,988.75,9.283333333,1649,10673.25,15.449839552151406
499,2011,AR,hempstead,974.8333332999998,8.85,1973,11023.75,17.897720830026078
500,2012,AR,hempstead,791.4166667000001,7.291666667,2294,10851.5,21.13993457125743
501,2013,AR,hempstead,731.0833332999999,7.2416666670000005,1945,10096.5,19.264101421284604
502,2014,AR,hempstead,592.3333332999999,5.975,1815,9927.083333,18.283315845314863
503,2015,AR,hempstead,486.83333330000005,4.941666667,1793,9855.583333,18.19273339200936
504,2010,AR,lafayette,300.0,9.866666667,194,3040.833333,6.379830091135087
505,2011,AR,lafayette,290.5833333,9.658333333,274,3006.833333,9.112576909163858
506,2012,AR,lafayette,274.0,9.5,133,2885.916667,4.608587681024679
507,2013,AR,lafayette,263.8333333,9.616666667,101,2742.5,3.682771194165907
508,2014,AR,lafayette,207.58333330000002,7.8,266,2662.25,9.991548502206781
509,2015,AR,lafayette,199.08333330000002,7.6,178,2617.5,6.800382043935052
510,2010,AR,hot spring,1218.833333,8.591666667,606,14187.666669999999,4.271315460782531
511,2011,AR,hot spring,1207.333333,8.316666667,528,14527.083330000001,3.634590564436447
512,2012,AR,hot spring,1043.833333,7.191666667000001,302,14484.916669999999,2.0849274240250084
513,2013,AR,hot spring,1027.166667,7.266666667000001,114,14111.416669999999,0.8078565226010013
514,2014,AR,hot spring,807.25,5.7583333329999995,0,13978.25,0.0
515,2015,AR,hot spring,712.9166667000001,5.041666667,0,14157.75,0.0
516,2010,AR,mississippi,2527.75,12.51666667,4911,20194.66667,24.318301857863744
517,2011,AR,mississippi,2529.75,12.05833333,5716,20983.91667,27.239909926691492
518,2012,AR,mississippi,2220.5,10.96666667,5228,20266.08333,25.79679514226097
519,2013,AR,mississippi,2147.916667,11.30833333,5349,18999.5,28.153372457169922
520,2014,AR,mississippi,1754.5,9.2,5147,19074.5,26.983669296705028
521,2015,AR,mississippi,1650.333333,8.966666667,4689,18370.75,25.524270919804582
522,2010,AR,independence,1500.25,8.783333333,3287,17058.75,19.26870374441269
523,2011,AR,independence,1561.833333,9.341666667,3446,16711.16667,20.620942080520823
524,2012,AR,independence,1477.916667,9.225,3539,16040.5,22.062903276082416
525,2013,AR,independence,1423.083333,9.0,3203,15804.833330000001,20.265952402802085
526,2014,AR,independence,1204.0,7.766666667000001,2994,15482.166669999999,19.33837856042148
527,2015,AR,independence,1010.666667,6.441666667000001,2289,15667.083330000001,14.610249730509347
528,2010,AR,little river,482.41666669999995,7.75,496,6220.0,7.974276527331189
529,2011,AR,little river,480.5,7.833333333,613,6142.833333,9.979108446698273
530,2012,AR,little river,435.66666669999995,7.283333333,545,5978.583333,9.11587193226466
531,2013,AR,little river,432.66666669999995,7.575,601,5707.833333,10.529389436185909
532,2014,AR,little river,362.25,6.525,677,5543.583333,12.212317545042307
533,2015,AR,little river,304.75,5.458333333,439,5594.083333,7.84757705360411
534,2010,AZ,gila,2709.0,12.525,2629,21623.16667,12.158256189402069
535,2011,AZ,gila,2446.333333,11.575,2613,21171.58333,12.342015045692852
536,2012,AZ,gila,2137.083333,10.20833333,2059,20922.75,9.840962588569859
537,2013,AZ,gila,2010.9166670000002,9.633333333,3379,20901.33333,16.16643276603828
538,2014,AZ,gila,1770.25,8.3,2848,21332.58333,13.350469354524256
539,2015,AZ,gila,1663.25,7.875,3773,21110.66667,17.87248152310483
540,2010,AZ,pima,44637.41667,9.308333333,57781,478743.8333,12.069293843789758
541,2011,AZ,pima,39572.58333,8.483333333,56696,466908.0,12.142863262141578
542,2012,AZ,pima,34100.16667,7.35,56854,462896.5833,12.282225026308593
543,2013,AZ,pima,30874.08333,6.75,105118,456994.1667,23.00204415278809
544,2014,AZ,pima,27786.75,6.033333333,98820,461347.6667,21.419854728399347
545,2015,AZ,pima,25312.75,5.475,104396,463228.8333,22.536593686600295
546,2010,AZ,yuma,23315.75,25.025,9755,92815.5,10.510097990098636
547,2011,AZ,yuma,22257.66667,24.14166667,8904,91934.25,9.685182616924596
548,2012,AZ,yuma,22377.08333,23.76666667,11513,93805.83333,12.273223947063466
549,2013,AZ,yuma,24162.0,25.43333333,12379,94728.58333,13.067861425601668
550,2014,AZ,yuma,21263.91667,22.83333333,12066,93019.75,12.971438861102078
551,2015,AZ,yuma,20184.33333,21.58333333,10756,93222.66667,11.537966445516185
552,2010,AZ,pinal,16464.66667,10.71666667,19745,153706.3333,12.845924807445785
553,2011,AZ,pinal,14615.166669999999,9.758333333,19111,149658.1667,12.769767545201393
554,2012,AZ,pinal,12694.33333,8.525,18434,148689.4167,12.397654392035825
555,2013,AZ,pinal,11950.91667,8.058333333,16602,148275.0,11.196762771876582
556,2014,AZ,pinal,10692.66667,6.983333332999999,14062,153155.5833,9.181513136517824
557,2015,AZ,pinal,9797.75,6.266666667000001,13192,156474.9167,8.43074422291736
558,2010,AZ,apache,3848.75,16.40833333,847,23437.41667,3.613879515502081
559,2011,AZ,apache,4251.916667,18.43333333,912,23040.25,3.958290383133863
560,2012,AZ,apache,4323.583333,18.95,993,22805.33333,4.35424462177769
561,2013,AZ,apache,4016.416667,18.4,1227,21829.83333,5.620748365099862
562,2014,AZ,apache,3306.083333,15.64166667,1091,21129.0,5.163519333617303
563,2015,AZ,apache,2722.166667,13.25,846,20517.83333,4.123242383312604
564,2010,AZ,graham,1883.3333329999998,12.925,1486,14570.5,10.198689132150578
565,2011,AZ,graham,1429.333333,9.95,1368,14345.333330000001,9.536202251495538
566,2012,AZ,graham,1229.916667,8.508333333,1249,14472.083330000001,8.630409122996667
567,2013,AZ,graham,1102.5,7.725,945,14275.166669999999,6.619887682194046
568,2014,AZ,graham,1067.0,7.416666667,717,14386.5,4.983839015743927
569,2015,AZ,graham,1058.916667,7.333333333,1589,14446.416669999999,10.999267405181385
570,2010,AZ,la paz,804.5833332999999,10.23333333,1305,7867.833333,16.586523185823566
571,2011,AZ,la paz,770.25,9.85,933,7827.0,11.920275967803756
572,2012,AZ,la paz,696.25,8.566666667,1389,8137.166667,17.069823647990912
573,2013,AZ,la paz,655.8333332999999,8.183333333,1097,8027.833333,13.664957336502791
574,2014,AZ,la paz,599.75,7.566666667000001,1160,7923.833333,14.639379089020018
575,2015,AZ,la paz,604.75,7.441666667000001,969,8134.75,11.911859614616306
576,2010,AZ,mohave,10727.41667,12.99166667,13849,82726.66667,16.740672092161308
577,2011,AZ,mohave,9770.833333,12.275,13765,79593.58333,17.294107670626467
578,2012,AZ,mohave,8548.5,11.01666667,14848,77569.33333,19.14158516334383
579,2013,AZ,mohave,7949.666667,10.35,14346,76837.16667,18.670652005705975
580,2014,AZ,mohave,6795.583333,8.725,13531,78059.66667,17.33417599283735
581,2015,AZ,mohave,6275.0,7.933333332999999,12314,79210.41667,15.545935140452025
582,2010,AZ,cochise,5329.25,9.333333332999999,8026,57023.083329999994,14.075001791033456
583,2011,AZ,cochise,5328.0,9.533333333,8102,55916.833329999994,14.489375591398499
584,2012,AZ,cochise,4870.666667,9.041666667000001,8682,53897.916670000006,16.108229290488456
